id,class,folder,signer,fps,video_length,n_frames,fframe_shape,lframe_shape,word_boundaries
1987,c005,c005_103,11,29.825412221144518,4.124,123,"(360, 640, 3)","(64, 64, 3)","30,73,108"
1988,c005,c005_104,11,29.82954545454545,4.224,126,"(360, 640, 3)","(64, 64, 3)","34,67,100"
1989,c005,c005_105,11,29.837251356238696,4.424,132,"(360, 640, 3)","(64, 64, 3)","32,70,110"
1990,c005,c005_106,11,29.840848806366054,4.524,135,"(360, 640, 3)","(64, 64, 3)","27,74,110"
1991,c005,c005_107,11,29.816513761467892,3.924,117,"(360, 640, 3)","(64, 64, 3)","28,60,95"
1992,c005,c005_108,11,29.81171548117155,3.824,114,"(360, 640, 3)","(64, 64, 3)","32,64,95"
1993,c005,c005_109,11,29.806659505907625,3.724,111,"(360, 640, 3)","(64, 64, 3)","31,61,90"
1994,c006,c006_101,11,29.66101694915254,2.124,63,"(360, 640, 3)","(64, 64, 3)","24,62"
1995,c006,c006_102,11,29.676258992805753,2.224,66,"(360, 640, 3)","(64, 64, 3)","27,64"
1996,c006,c006_103,11,29.690189328743553,2.324,69,"(360, 640, 3)","(64, 64, 3)","28,63"
1997,c006,c006_104,11,29.702970297029704,2.424,72,"(360, 640, 3)","(64, 64, 3)","24,62"
1998,c006,c006_105,11,29.64426877470356,2.024,60,"(360, 640, 3)","(64, 64, 3)","23,57"
1999,c006,c006_106,11,29.625779625779625,1.924,57,"(360, 640, 3)","(64, 64, 3)","21,55"
2000,c006,c006_107,11,29.64426877470356,2.024,60,"(360, 640, 3)","(64, 64, 3)","23,59"
2001,c006,c006_108,11,29.66101694915254,2.124,63,"(360, 640, 3)","(64, 64, 3)","27,62"
2002,c006,c006_109,11,29.66101694915254,2.124,63,"(360, 640, 3)","(64, 64, 3)","25,60"
2003,c007,c007_101,11,29.75376196990425,2.924,87,"(360, 640, 3)","(64, 64, 3)","25,69"
2004,c007,c007_102,11,29.745042492917854,2.824,84,"(360, 640, 3)","(64, 64, 3)","23,66"
2005,c007,c007_103,11,29.75376196990425,2.924,87,"(360, 640, 3)","(64, 64, 3)","25,68"
2006,c007,c007_104,11,29.73568281938325,2.724,81,"(360, 640, 3)","(64, 64, 3)","24,62"
2007,c007,c007_105,11,29.769526248399487,3.124,93,"(360, 640, 3)","(64, 64, 3)","30,72"
2008,c007,c007_106,11,29.745042492917854,2.824,84,"(360, 640, 3)","(64, 64, 3)","26,69"
2009,c007,c007_107,11,29.745042492917854,2.824,84,"(360, 640, 3)","(64, 64, 3)","24,64"
2010,c007,c007_108,11,29.75376196990425,2.924,87,"(360, 640, 3)","(64, 64, 3)","24,67"
2011,c007,c007_109,11,29.769526248399487,3.124,93,"(360, 640, 3)","(64, 64, 3)","27,75"
2012,c008,c008_101,11,29.75376196990425,2.924,87,"(360, 640, 3)","(64, 64, 3)","28,68"
2013,c008,c008_102,11,29.72560975609756,2.624,78,"(360, 640, 3)","(64, 64, 3)","23,59"
2014,c008,c008_103,11,29.73568281938325,2.724,81,"(360, 640, 3)","(64, 64, 3)","21,61"
2015,c008,c008_104,11,29.73568281938325,2.724,81,"(360, 640, 3)","(64, 64, 3)","24,63"
2016,c008,c008_105,11,29.745042492917854,2.824,84,"(360, 640, 3)","(64, 64, 3)","24,65"
2017,c008,c008_106,11,29.761904761904763,3.024,90,"(360, 640, 3)","(64, 64, 3)","27,73"
2018,c008,c008_107,11,29.73568281938325,2.724,81,"(360, 640, 3)","(64, 64, 3)","24,65"
2019,c008,c008_108,11,29.745042492917854,2.824,84,"(360, 640, 3)","(64, 64, 3)","26,67"
2020,c008,c008_109,11,29.761904761904763,3.024,90,"(360, 640, 3)","(64, 64, 3)","28,70"
2021,c009,c009_101,11,29.58236658932715,1.724,51,"(360, 640, 3)","(64, 64, 3)",34
2022,c009,c009_102,11,29.58236658932715,1.724,51,"(360, 640, 3)","(64, 64, 3)",35
2023,c009,c009_103,11,29.605263157894736,1.824,54,"(360, 640, 3)","(64, 64, 3)",40
2024,c009,c009_104,11,29.625779625779625,1.924,57,"(360, 640, 3)","(64, 64, 3)",38
2025,c009,c009_105,11,29.625779625779625,1.924,57,"(360, 640, 3)","(64, 64, 3)",36
2026,c009,c009_106,11,29.58236658932715,1.724,51,"(360, 640, 3)","(64, 64, 3)",35
2027,c009,c009_107,11,29.58236658932715,1.724,51,"(360, 640, 3)","(64, 64, 3)",36
2028,c009,c009_108,11,29.58236658932715,1.724,51,"(360, 640, 3)","(64, 64, 3)",34
2029,c009,c009_109,11,29.605263157894736,1.824,54,"(360, 640, 3)","(64, 64, 3)",39
2030,c010,c010_101,11,29.72560975609756,2.624,78,"(360, 640, 3)","(64, 64, 3)","31,65"
2031,c010,c010_102,11,29.72560975609756,2.624,78,"(360, 640, 3)","(64, 64, 3)","34,68"
2032,c010,c010_103,11,29.72560975609756,2.624,78,"(360, 640, 3)","(64, 64, 3)","34,66"
2033,c010,c010_104,11,29.714738510301107,2.524,75,"(360, 640, 3)","(64, 64, 3)","33,64"
2034,c010,c010_105,11,29.714738510301107,2.524,75,"(360, 640, 3)","(64, 64, 3)","30,60"
2035,c010,c010_106,11,29.714738510301107,2.524,75,"(360, 640, 3)","(64, 64, 3)","30,61"
2036,c010,c010_107,11,29.72560975609756,2.624,78,"(360, 640, 3)","(64, 64, 3)","32,64"
2037,c010,c010_108,11,29.73568281938325,2.724,81,"(360, 640, 3)","(64, 64, 3)","35,69"
2038,c010,c010_109,11,29.73568281938325,2.724,81,"(360, 640, 3)","(64, 64, 3)","33,67"
2039,c011,c011_101,11,29.64426877470356,2.024,60,"(360, 640, 3)","(64, 64, 3)",37
2040,c011,c011_102,11,29.64426877470356,2.024,60,"(360, 640, 3)","(64, 64, 3)",43
2041,c011,c011_103,11,29.64426877470356,2.024,60,"(360, 640, 3)","(64, 64, 3)",41
2042,c011,c011_104,11,29.64426877470356,2.024,60,"(360, 640, 3)","(64, 64, 3)",41
2043,c011,c011_105,11,29.64426877470356,2.024,60,"(360, 640, 3)","(64, 64, 3)",42
2044,c011,c011_106,11,29.66101694915254,2.124,63,"(360, 640, 3)","(64, 64, 3)",43
2045,c011,c011_107,11,29.66101694915254,2.124,63,"(360, 640, 3)","(64, 64, 3)",45
2046,c011,c011_108,11,29.66101694915254,2.124,63,"(360, 640, 3)","(64, 64, 3)",41
2047,c011,c011_109,11,29.66101694915254,2.124,63,"(360, 640, 3)","(64, 64, 3)",44
2048,c012,c012_101,11,29.862174578866767,5.224,156,"(360, 640, 3)","(64, 64, 3)","43,79,137"
2049,c012,c012_102,11,29.85377741673436,4.924,147,"(360, 640, 3)","(64, 64, 3)","43,80,129"
2050,c012,c012_103,11,29.847586790855214,4.724,141,"(360, 640, 3)","(64, 64, 3)","38,72,123"
2051,c012,c012_104,11,29.859484777517565,5.124,153,"(360, 640, 3)","(64, 64, 3)","40,79,132"
2052,c012,c012_105,11,29.847586790855214,4.724,141,"(360, 640, 3)","(64, 64, 3)","38,74,129"
2053,c012,c012_106,11,29.859484777517565,5.124,153,"(360, 640, 3)","(64, 64, 3)","41,78,136"
2054,c012,c012_107,11,29.85377741673436,4.924,147,"(360, 640, 3)","(64, 64, 3)","38,72,130"
2055,c012,c012_108,11,29.85074626865672,4.824,144,"(360, 640, 3)","(64, 64, 3)","36,74,129"
2056,c012,c012_109,11,29.862174578866767,5.224,156,"(360, 640, 3)","(64, 64, 3)","39,78,140"
2057,c013,c013_101,11,29.78339350180505,3.324,99,"(360, 640, 3)","(64, 64, 3)","41,81"
2058,c013,c013_102,11,29.77667493796525,3.224,96,"(360, 640, 3)","(64, 64, 3)","42,80"
2059,c013,c013_103,11,29.78339350180505,3.324,99,"(360, 640, 3)","(64, 64, 3)","41,78"
2060,c013,c013_104,11,29.769526248399487,3.124,93,"(360, 640, 3)","(64, 64, 3)","41,76"
2061,c013,c013_105,11,29.78971962616823,3.424,102,"(360, 640, 3)","(64, 64, 3)","42,85"
2062,c013,c013_106,11,29.79568671963677,3.524,105,"(360, 640, 3)","(64, 64, 3)","47,87"
2063,c013,c013_107,11,29.801324503311246,3.624,108,"(360, 640, 3)","(64, 64, 3)","51,91"
2064,c013,c013_108,11,29.77667493796525,3.224,96,"(360, 640, 3)","(64, 64, 3)","43,80"
2065,c014,c014_101,11,30.0,3.4,102,"(360, 640, 3)","(64, 64, 3)","41,86"
2066,c014,c014_102,11,30.0,3.4,102,"(360, 640, 3)","(64, 64, 3)","41,85"
2067,c014,c014_103,11,30.0,3.2,96,"(360, 640, 3)","(64, 64, 3)","38,81"
2068,c014,c014_104,11,30.0,3.2,96,"(360, 640, 3)","(64, 64, 3)","35,79"
2069,c014,c014_105,11,30.0,3.4,102,"(360, 640, 3)","(64, 64, 3)","39,88"
2070,c014,c014_106,11,30.0,3.4,102,"(360, 640, 3)","(64, 64, 3)","41,87"
2071,c014,c014_107,11,30.0,3.1,93,"(360, 640, 3)","(64, 64, 3)","34,78"
2072,c014,c014_108,11,30.0,3.3,99,"(360, 640, 3)","(64, 64, 3)","37,82"
2073,c014,c014_109,11,30.0,3.5,105,"(360, 640, 3)","(64, 64, 3)","42,90"
2074,c015,c015_101,11,29.761904761904763,3.024,90,"(360, 640, 3)","(64, 64, 3)","32,73"
2075,c015,c015_102,11,29.75376196990425,2.924,87,"(360, 640, 3)","(64, 64, 3)","32,67"
2076,c015,c015_103,11,29.75376196990425,2.924,87,"(360, 640, 3)","(64, 64, 3)","32,67"
2077,c015,c015_104,11,29.761904761904763,3.024,90,"(360, 640, 3)","(64, 64, 3)","38,71"
2078,c015,c015_105,11,29.761904761904763,3.024,90,"(360, 640, 3)","(64, 64, 3)","33,68"
2079,c015,c015_106,11,29.769526248399487,3.124,93,"(360, 640, 3)","(64, 64, 3)","36,74"
2080,c015,c015_107,11,29.75376196990425,2.924,87,"(360, 640, 3)","(64, 64, 3)","34,68"
2081,c015,c015_108,11,29.75376196990425,2.924,87,"(360, 640, 3)","(64, 64, 3)","36,70"
2082,c015,c015_109,11,29.77667493796525,3.224,96,"(360, 640, 3)","(64, 64, 3)","41,77"
2083,c016,c016_101,11,29.77667493796525,3.224,96,"(360, 640, 3)","(64, 64, 3)","46,79"
2084,c016,c016_102,11,29.769526248399487,3.124,93,"(360, 640, 3)","(64, 64, 3)","42,77"
2085,c016,c016_103,11,29.769526248399487,3.124,93,"(360, 640, 3)","(64, 64, 3)","36,76"
2086,c016,c016_104,11,29.77667493796525,3.224,96,"(360, 640, 3)","(64, 64, 3)","35,77"
2087,c016,c016_105,11,29.78971962616823,3.424,102,"(360, 640, 3)","(64, 64, 3)","44,80"
2088,c016,c016_106,11,29.78339350180505,3.324,99,"(360, 640, 3)","(64, 64, 3)","41,78"
2089,c016,c016_107,11,29.77667493796525,3.224,96,"(360, 640, 3)","(64, 64, 3)","37,77"
2090,c016,c016_108,11,29.77667493796525,3.224,96,"(360, 640, 3)","(64, 64, 3)","41,75"
2091,c016,c016_109,11,29.78339350180505,3.324,99,"(360, 640, 3)","(64, 64, 3)","43,80"
2092,c017,c017_101,11,29.702970297029704,2.424,72,"(360, 640, 3)","(64, 64, 3)","30,60"
2093,c017,c017_102,11,29.745042492917854,2.824,84,"(360, 640, 3)","(64, 64, 3)","33,67"
2094,c017,c017_103,11,29.73568281938325,2.724,81,"(360, 640, 3)","(64, 64, 3)","32,64"
2095,c017,c017_104,11,29.72560975609756,2.624,78,"(360, 640, 3)","(64, 64, 3)","33,62"
2096,c017,c017_105,11,29.75376196990425,2.924,87,"(360, 640, 3)","(64, 64, 3)","35,64"
2097,c017,c017_106,11,29.769526248399487,3.124,93,"(360, 640, 3)","(64, 64, 3)","42,76"
2098,c017,c017_107,11,29.761904761904763,3.024,90,"(360, 640, 3)","(64, 64, 3)","35,65"
2099,c017,c017_108,11,29.75376196990425,2.924,87,"(360, 640, 3)","(64, 64, 3)","36,70"
2100,c018,c018_101,11,29.79568671963677,3.524,105,"(360, 640, 3)","(64, 64, 3)","33,63,92"
2101,c018,c018_102,11,29.801324503311246,3.624,108,"(360, 640, 3)","(64, 64, 3)","30,64,96"
2102,c018,c018_103,11,29.81171548117155,3.824,114,"(360, 640, 3)","(64, 64, 3)","34,68,97"
2103,c018,c018_104,11,29.78971962616823,3.424,102,"(360, 640, 3)","(64, 64, 3)","30,60,87"
2104,c018,c018_105,11,29.801324503311246,3.624,108,"(360, 640, 3)","(64, 64, 3)","34,65,93"
2105,c018,c018_106,11,29.79568671963677,3.524,105,"(360, 640, 3)","(64, 64, 3)","32,65,92"
2106,c018,c018_107,11,29.79568671963677,3.524,105,"(360, 640, 3)","(64, 64, 3)","34,64,91"
2107,c018,c018_108,11,29.77667493796525,3.224,96,"(360, 640, 3)","(64, 64, 3)","28,55,81"
2108,c018,c018_109,11,29.78339350180505,3.324,99,"(360, 640, 3)","(64, 64, 3)","29,57,85"
2109,c019,c019_101,11,29.81171548117155,3.824,114,"(360, 640, 3)","(64, 64, 3)","40,72,102"
2110,c019,c019_102,11,29.82954545454545,4.224,126,"(360, 640, 3)","(64, 64, 3)","37,70,108"
2111,c019,c019_103,11,29.825412221144518,4.124,123,"(360, 640, 3)","(64, 64, 3)","38,69,102"
2112,c019,c019_104,11,29.816513761467892,3.924,117,"(360, 640, 3)","(64, 64, 3)","34,59,97"
2113,c019,c019_105,11,30.0,3.4,102,"(360, 640, 3)","(64, 64, 3)","40,65,87"
2114,c019,c019_106,11,30.0,3.3,99,"(360, 640, 3)","(64, 64, 3)","35,59,82"
2115,c019,c019_107,11,30.0,3.5,105,"(360, 640, 3)","(64, 64, 3)","37,60,90"
2116,c019,c019_108,11,30.0,3.4,102,"(360, 640, 3)","(64, 64, 3)","37,61,86"
2117,c019,c019_109,11,30.0,3.6,108,"(360, 640, 3)","(64, 64, 3)","34,62,90"
2118,c020,c020_101,11,29.72560975609756,2.624,78,"(360, 640, 3)","(64, 64, 3)","27,63"
2119,c020,c020_102,11,29.75376196990425,2.924,87,"(360, 640, 3)","(64, 64, 3)","32,72"
2120,c020,c020_103,11,29.75376196990425,2.924,87,"(360, 640, 3)","(64, 64, 3)","34,71"
2121,c020,c020_104,11,29.745042492917854,2.824,84,"(360, 640, 3)","(64, 64, 3)","36,72"
2122,c020,c020_105,11,29.75376196990425,2.924,87,"(360, 640, 3)","(64, 64, 3)","34,70"
2123,c020,c020_106,11,29.75376196990425,2.924,87,"(360, 640, 3)","(64, 64, 3)","33,68"
2124,c020,c020_107,11,29.761904761904763,3.024,90,"(360, 640, 3)","(64, 64, 3)","36,74"
2125,c020,c020_108,11,29.75376196990425,2.924,87,"(360, 640, 3)","(64, 64, 3)","34,72"
2126,c021,c021_101,11,29.81171548117155,3.824,114,"(360, 640, 3)","(64, 64, 3)","31,53,96"
2127,c021,c021_102,11,29.84429065743945,4.624,138,"(360, 640, 3)","(64, 64, 3)","35,61,115"
2128,c021,c021_103,11,29.82954545454545,4.224,126,"(360, 640, 3)","(64, 64, 3)","33,59,103"
2129,c021,c021_104,11,29.840848806366054,4.524,135,"(360, 640, 3)","(64, 64, 3)","31,65,111"
2130,c021,c021_105,11,29.837251356238696,4.424,132,"(360, 640, 3)","(64, 64, 3)","40,71,114"
2131,c021,c021_106,11,29.82954545454545,4.224,126,"(360, 640, 3)","(64, 64, 3)","34,66,106"
2132,c021,c021_107,11,29.833487511563373,4.324,129,"(360, 640, 3)","(64, 64, 3)","35,66,110"
2133,c021,c021_108,11,29.806659505907625,3.724,111,"(360, 640, 3)","(64, 64, 3)","28,54,95"
2134,c021,c021_109,11,29.816513761467892,3.924,117,"(360, 640, 3)","(64, 64, 3)","27,58,96"
2135,c022,c022_101,11,29.769526248399487,3.124,93,"(360, 640, 3)","(64, 64, 3)","38,76"
2136,c022,c022_102,11,29.78339350180505,3.324,99,"(360, 640, 3)","(64, 64, 3)","41,82"
2137,c022,c022_103,11,29.801324503311246,3.624,108,"(360, 640, 3)","(64, 64, 3)","40,84"
2138,c022,c022_104,11,29.78339350180505,3.324,99,"(360, 640, 3)","(64, 64, 3)","40,83"
2139,c022,c022_105,11,29.816513761467892,3.924,117,"(360, 640, 3)","(64, 64, 3)","42,95"
2140,c022,c022_106,11,29.801324503311246,3.624,108,"(360, 640, 3)","(64, 64, 3)","47,90"
2141,c022,c022_107,11,29.801324503311246,3.624,108,"(360, 640, 3)","(64, 64, 3)","45,88"
2142,c022,c022_108,11,29.769526248399487,3.124,93,"(360, 640, 3)","(64, 64, 3)","40,75"
2143,c022,c022_109,11,29.77667493796525,3.224,96,"(360, 640, 3)","(64, 64, 3)","37,78"
2144,c001,c001_121,13,29.87637362637363,5.824,174,"(360, 640, 3)","(64, 64, 3)","40,90,152"
2145,c001,c001_122,13,29.871977240398287,5.624,168,"(360, 640, 3)","(64, 64, 3)","40,89,145"
2146,c001,c001_123,13,29.871977240398287,5.624,168,"(360, 640, 3)","(64, 64, 3)","40,86,150"
2147,c001,c001_124,13,29.87637362637363,5.824,174,"(360, 640, 3)","(64, 64, 3)","42,92,152"
2148,c001,c001_125,13,29.871977240398287,5.624,168,"(360, 640, 3)","(64, 64, 3)","40,95,151"
2149,c001,c001_126,13,29.87846049966239,5.924,177,"(360, 640, 3)","(64, 64, 3)","42,93,162"
2150,c001,c001_127,13,29.882429784454608,6.124,183,"(360, 640, 3)","(64, 64, 3)","46,103,165"
2151,c001,c001_128,13,29.880478087649397,6.024,180,"(360, 640, 3)","(64, 64, 3)","43,107,167"
2152,c001,c001_129,13,29.882429784454608,6.124,183,"(360, 640, 3)","(64, 64, 3)","41,90,157"
2153,c002,c002_121,13,29.801324503311246,3.624,108,"(360, 640, 3)","(64, 64, 3)","35,83"
2154,c002,c002_122,13,29.79568671963677,3.524,105,"(360, 640, 3)","(64, 64, 3)","40,80"
2155,c002,c002_123,13,29.79568671963677,3.524,105,"(360, 640, 3)","(64, 64, 3)","40,77"
2156,c002,c002_124,13,29.78971962616823,3.424,102,"(360, 640, 3)","(64, 64, 3)","37,77"
2157,c002,c002_125,13,29.79568671963677,3.524,105,"(360, 640, 3)","(64, 64, 3)","38,79"
2158,c002,c002_126,13,29.77667493796525,3.224,96,"(360, 640, 3)","(64, 64, 3)","33,70"
2159,c002,c002_127,13,29.79568671963677,3.524,105,"(360, 640, 3)","(64, 64, 3)","35,77"
2160,c002,c002_128,13,29.78971962616823,3.424,102,"(360, 640, 3)","(64, 64, 3)","39,77"
2161,c002,c002_129,13,29.79568671963677,3.524,105,"(360, 640, 3)","(64, 64, 3)","35,80"
2162,c003,c003_121,13,29.78339350180505,3.324,99,"(360, 640, 3)","(64, 64, 3)","34,77"
2163,c003,c003_122,13,29.79568671963677,3.524,105,"(360, 640, 3)","(64, 64, 3)","34,83"
2164,c003,c003_123,13,29.78971962616823,3.424,102,"(360, 640, 3)","(64, 64, 3)","34,81"
2165,c003,c003_124,13,29.801324503311246,3.624,108,"(360, 640, 3)","(64, 64, 3)","34,80"
2166,c003,c003_125,13,29.821073558648113,4.024,120,"(360, 640, 3)","(64, 64, 3)","39,93"
2167,c003,c003_126,13,29.77667493796525,3.224,96,"(360, 640, 3)","(64, 64, 3)","36,78"
2168,c003,c003_127,13,29.78339350180505,3.324,99,"(360, 640, 3)","(64, 64, 3)","34,83"
2169,c003,c003_128,13,29.769526248399487,3.124,93,"(360, 640, 3)","(64, 64, 3)","30,73"
2170,c003,c003_129,13,29.769526248399487,3.124,93,"(360, 640, 3)","(64, 64, 3)","32,75"
2171,c004,c004_121,13,29.676258992805753,2.224,66,"(360, 640, 3)","(64, 64, 3)",44
2172,c004,c004_122,13,29.690189328743553,2.324,69,"(360, 640, 3)","(64, 64, 3)",44
2173,c004,c004_123,13,29.625779625779625,1.924,57,"(360, 640, 3)","(64, 64, 3)",34
2174,c004,c004_124,13,29.64426877470356,2.024,60,"(360, 640, 3)","(64, 64, 3)",35
2175,c004,c004_125,13,29.625779625779625,1.924,57,"(360, 640, 3)","(64, 64, 3)",32
2176,c004,c004_126,13,29.625779625779625,1.924,57,"(360, 640, 3)","(64, 64, 3)",32
2177,c004,c004_127,13,29.676258992805753,2.224,66,"(360, 640, 3)","(64, 64, 3)",43
2178,c004,c004_128,13,29.66101694915254,2.124,63,"(360, 640, 3)","(64, 64, 3)",38
2179,c004,c004_129,13,29.702970297029704,2.424,72,"(360, 640, 3)","(64, 64, 3)",43
2180,c005,c005_121,13,29.84429065743945,4.624,138,"(360, 640, 3)","(64, 64, 3)","34,72,116"
2181,c005,c005_122,13,29.837251356238696,4.424,132,"(360, 640, 3)","(64, 64, 3)","37,74,109"
2182,c005,c005_123,13,29.85377741673436,4.924,147,"(360, 640, 3)","(64, 64, 3)","44,86,127"
2183,c005,c005_124,13,29.85377741673436,4.924,147,"(360, 640, 3)","(64, 64, 3)","49,92,129"
2184,c005,c005_125,13,29.86476333583772,5.324,159,"(360, 640, 3)","(64, 64, 3)","42,99,134"
2185,c005,c005_126,13,29.847586790855214,4.724,141,"(360, 640, 3)","(64, 64, 3)","37,86,124"
2186,c005,c005_127,13,29.85074626865672,4.824,144,"(360, 640, 3)","(64, 64, 3)","40,85,124"
2187,c005,c005_128,13,29.840848806366054,4.524,135,"(360, 640, 3)","(64, 64, 3)","35,74,116"
2188,c005,c005_129,13,29.84429065743945,4.624,138,"(360, 640, 3)","(64, 64, 3)","39,80,116"
2189,c006,c006_121,13,29.714738510301107,2.524,75,"(360, 640, 3)","(64, 64, 3)","31,69"
2190,c006,c006_122,13,29.702970297029704,2.424,72,"(360, 640, 3)","(64, 64, 3)","32,71"
2191,c006,c006_123,13,29.72560975609756,2.624,78,"(360, 640, 3)","(64, 64, 3)","35,77"
2192,c006,c006_124,13,29.690189328743553,2.324,69,"(360, 640, 3)","(64, 64, 3)","29,68"
2193,c006,c006_125,13,29.72560975609756,2.624,78,"(360, 640, 3)","(64, 64, 3)","34,68"
2194,c006,c006_126,13,29.745042492917854,2.824,84,"(360, 640, 3)","(64, 64, 3)","39,75"
2195,c006,c006_127,13,29.714738510301107,2.524,75,"(360, 640, 3)","(64, 64, 3)","36,67"
2196,c006,c006_128,13,29.72560975609756,2.624,78,"(360, 640, 3)","(64, 64, 3)","37,70"
2197,c006,c006_129,13,29.714738510301107,2.524,75,"(360, 640, 3)","(64, 64, 3)","38,69"
2198,c007,c007_121,13,29.79568671963677,3.524,105,"(360, 640, 3)","(64, 64, 3)","23,86"
2199,c007,c007_122,13,29.825412221144518,4.124,123,"(360, 640, 3)","(64, 64, 3)","36,101"
2200,c007,c007_123,13,29.816513761467892,3.924,117,"(360, 640, 3)","(64, 64, 3)","28,87"
2201,c007,c007_124,13,29.825412221144518,4.124,123,"(360, 640, 3)","(64, 64, 3)","31,95"
2202,c007,c007_125,13,29.833487511563373,4.324,129,"(360, 640, 3)","(64, 64, 3)","38,103"
2203,c007,c007_126,13,29.821073558648113,4.024,120,"(360, 640, 3)","(64, 64, 3)","32,101"
2204,c007,c007_127,13,29.816513761467892,3.924,117,"(360, 640, 3)","(64, 64, 3)","32,96"
2205,c007,c007_128,13,29.81171548117155,3.824,114,"(360, 640, 3)","(64, 64, 3)","31,95"
2206,c007,c007_129,13,29.806659505907625,3.724,111,"(360, 640, 3)","(64, 64, 3)","27,89"
2207,c008,c008_121,13,29.806659505907625,3.724,111,"(360, 640, 3)","(64, 64, 3)","24,87"
2208,c008,c008_122,13,29.825412221144518,4.124,123,"(360, 640, 3)","(64, 64, 3)","29,101"
2209,c008,c008_123,13,29.816513761467892,3.924,117,"(360, 640, 3)","(64, 64, 3)","28,93"
2210,c008,c008_124,13,29.821073558648113,4.024,120,"(360, 640, 3)","(64, 64, 3)","34,98"
2211,c008,c008_125,13,29.82954545454545,4.224,126,"(360, 640, 3)","(64, 64, 3)","34,100"
2212,c008,c008_126,13,29.82954545454545,4.224,126,"(360, 640, 3)","(64, 64, 3)","32,98"
2213,c008,c008_127,13,29.833487511563373,4.324,129,"(360, 640, 3)","(64, 64, 3)","33,103"
2214,c008,c008_128,13,29.847586790855214,4.724,141,"(360, 640, 3)","(64, 64, 3)","32,118"
2215,c008,c008_129,13,29.821073558648113,4.024,120,"(360, 640, 3)","(64, 64, 3)","38,98"
2216,c009,c009_121,13,29.625779625779625,1.924,57,"(360, 640, 3)","(64, 64, 3)",37
2217,c009,c009_122,13,29.625779625779625,1.924,57,"(360, 640, 3)","(64, 64, 3)",37
2218,c009,c009_123,13,29.58236658932715,1.724,51,"(360, 640, 3)","(64, 64, 3)",36
2219,c009,c009_124,13,29.625779625779625,1.924,57,"(360, 640, 3)","(64, 64, 3)",37
2220,c009,c009_125,13,29.605263157894736,1.824,54,"(360, 640, 3)","(64, 64, 3)",36
2221,c009,c009_126,13,29.605263157894736,1.824,54,"(360, 640, 3)","(64, 64, 3)",36
2222,c009,c009_127,13,29.605263157894736,1.824,54,"(360, 640, 3)","(64, 64, 3)",36
2223,c009,c009_128,13,29.58236658932715,1.724,51,"(360, 640, 3)","(64, 64, 3)",37
2224,c009,c009_129,13,29.55665024630541,1.624,48,"(360, 640, 3)","(64, 64, 3)",34
2225,c010,c010_121,13,29.769526248399487,3.124,93,"(360, 640, 3)","(64, 64, 3)","34,75"
2226,c010,c010_122,13,29.769526248399487,3.124,93,"(360, 640, 3)","(64, 64, 3)","34,74"
2227,c010,c010_123,13,29.77667493796525,3.224,96,"(360, 640, 3)","(64, 64, 3)","30,76"
2228,c010,c010_124,13,29.77667493796525,3.224,96,"(360, 640, 3)","(64, 64, 3)","35,79"
2229,c010,c010_125,13,29.77667493796525,3.224,96,"(360, 640, 3)","(64, 64, 3)","31,76"
2230,c010,c010_126,13,29.769526248399487,3.124,93,"(360, 640, 3)","(64, 64, 3)","32,73"
2231,c010,c010_127,13,29.77667493796525,3.224,96,"(360, 640, 3)","(64, 64, 3)","33,76"
2232,c010,c010_128,13,29.761904761904763,3.024,90,"(360, 640, 3)","(64, 64, 3)","29,70"
2233,c010,c010_129,13,29.77667493796525,3.224,96,"(360, 640, 3)","(64, 64, 3)","34,74"
2234,c011,c011_121,13,29.605263157894736,1.824,54,"(360, 640, 3)","(64, 64, 3)",38
2235,c011,c011_122,13,29.625779625779625,1.924,57,"(360, 640, 3)","(64, 64, 3)",38
2236,c011,c011_123,13,29.605263157894736,1.824,54,"(360, 640, 3)","(64, 64, 3)",37
2237,c011,c011_124,13,29.605263157894736,1.824,54,"(360, 640, 3)","(64, 64, 3)",36
2238,c011,c011_125,13,29.625779625779625,1.924,57,"(360, 640, 3)","(64, 64, 3)",36
2239,c011,c011_126,13,29.605263157894736,1.824,54,"(360, 640, 3)","(64, 64, 3)",36
2240,c011,c011_127,13,29.625779625779625,1.924,57,"(360, 640, 3)","(64, 64, 3)",42
2241,c011,c011_128,13,29.605263157894736,1.824,54,"(360, 640, 3)","(64, 64, 3)",35
2242,c011,c011_129,13,29.605263157894736,1.824,54,"(360, 640, 3)","(64, 64, 3)",33
2243,c012,c012_121,13,29.86725663716814,5.424,162,"(360, 640, 3)","(64, 64, 3)","49,91,143"
2244,c012,c012_122,13,29.86965966690804,5.524,165,"(360, 640, 3)","(64, 64, 3)","49,91,150"
2245,c012,c012_123,13,29.87637362637363,5.824,174,"(360, 640, 3)","(64, 64, 3)","53,96,155"
2246,c012,c012_124,13,29.86965966690804,5.524,165,"(360, 640, 3)","(64, 64, 3)","53,96,152"
2247,c012,c012_125,13,29.88431876606684,6.224,186,"(360, 640, 3)","(64, 64, 3)","48,97,167"
2248,c012,c012_126,13,29.886148007590126,6.324,189,"(360, 640, 3)","(64, 64, 3)","53,107,173"
2249,c012,c012_127,13,29.88431876606684,6.224,186,"(360, 640, 3)","(64, 64, 3)","45,103,168"
2250,c012,c012_128,13,29.880478087649397,6.024,180,"(360, 640, 3)","(64, 64, 3)","43,102,164"
